Especie;Nome;Status;X;Y
Prunus avium;Cerejeira brava;OK;-8.6573845;40.6304746
Prunus avium;Cerejeira brava;OK;-8.65730228;40.63041228
Prunus avium;Cerejeira brava;OK;-8.65726154;40.62956402
Prunus avium;Cerejeira brava;OK;-8.65764332;40.6292715
Prunus avium;Cerejeira brava;OK;-8.65761235;40.63017289
Prunus avium;Cerejeira brava;OK;-8.65769399;40.6302345
Prunus avium;Cerejeira brava;OK;-8.65747976;40.63015247
Prunus avium;Cerejeira brava;OK;-8.65764067;40.63027533
Prunus cerasifera;Ameixoeira do jardim;OK;-8.65457514;40.63070795
Prunus cerasifera;Ameixoeira do jardim;OK;-8.6545949;40.63067685
Prunus lusitanica;Azereiro;OK;-8.6564081;40.62880581
Quercus ilex;Azinheira;OK;-8.659986;40.63178028
Quercus ilex;Azinheira;OK;-8.65975884;40.63190578
Quercus ilex;Azinheira;OK;-8.65987436;40.63195814
Quercus robur;Carvalho-alvarinho;OK;-8.65584263;40.63229777
Quercus robur;Carvalho-alvarinho;OK;-8.65530465;40.63149561
Quercus robur;Carvalho-alvarinho;OK;-8.65563647;40.63189279
Quercus robur;Carvalho-alvarinho;OK;-8.6555814;40.63160723
Quercus robur;Carvalho-alvarinho;OK;-8.65496408;40.63031681
Quercus robur;Carvalho-alvarinho;OK;-8.65485301;40.6302339
Quercus robur;Carvalho-alvarinho;OK;-8.65474087;40.63040359
Quercus robur;Carvalho-alvarinho;OK;-8.65485367;40.63048854
Quercus robur;Carvalho-alvarinho;OK;-8.6550763;40.63040158
Quercus robur;Carvalho-alvarinho;OK;-8.65518734;40.63048631
Quercus robur;Carvalho-alvarinho;OK;-8.65496581;40.63057327
Quercus robur;Carvalho-alvarinho;OK;-8.65507481;40.63065725
Quercus robur;Carvalho-alvarinho;OK;-8.65529812;40.63057123
Quercus robur;Carvalho-alvarinho;OK;-8.65518862;40.63074097
Quercus robur;Carvalho-alvarinho;OK;-8.65530239;40.63082723
Quercus robur;Carvalho-alvarinho;OK;-8.65541276;40.63091193
Quercus robur;Carvalho-alvarinho;OK;-8.65541059;40.63065576
Quercus robur;Carvalho-alvarinho;OK;-8.65552237;40.63074045
Quercus robur;Carvalho-alvarinho;OK;-8.65462832;40.63031954
Quercus robur;Carvalho-alvarinho;OK;-8.6558154;40.63221151
Quercus robur L.;Carvalho-alvarinho;OK;-8.65956747;40.63132305
Quercus robur L.;Carvalho-alvarinho;OK;-8.6596433;40.63138001
Quercus robur L.;Carvalho-alvarinho;OK;-8.65971865;40.63143661
Quercus robur L.;Carvalho-alvarinho;OK;-8.65979471;40.63149374
Quercus robur L.;Carvalho-alvarinho;OK;-8.65987034;40.63155055
Quercus robur L.;Carvalho-alvarinho;OK;-8.65994622;40.63160755
Quercus robur L.;Carvalho-alvarinho;OK;-8.66002208;40.63166453
Quercus robur L.;Carvalho-alvarinho;OK;-8.66009777;40.63172139
Quercus sp.;Carvalho;OK;-8.65502847;40.63172773
Quercus sp.;Carvalho;OK;-8.6549075;40.63153192
Quercus sp.;Carvalho;OK;-8.65494388;40.63157984
Quercus sp.;Carvalho;OK;-8.65500487;40.63167686
Quercus sp.;Carvalho;OK;-8.65505207;40.63177813
Quercus sp.;Carvalho;OK;-8.65511181;40.63187834
Quercus sp.;Carvalho;OK;-8.65499688;40.63162134
Quercus sp.;Carvalho;OK;-8.65518204;40.63197429
Quercus sp.;Carvalho;OK;-8.65569306;40.63278279
Quercus sp.;Carvalho;OK;-8.66016383;40.6323169
Quercus suber;Sobreiro;OK;-8.65957352;40.63145259
Quercus suber;Sobreiro;OK;-8.65967098;40.6315142
Quercus suber;Sobreiro;OK;-8.65957174;40.63155156
Quercus suber;Sobreiro;OK;-8.65972218;40.63159278
Quercus suber;Sobreiro;OK;-8.6596043;40.63163245
Quercus suber;Sobreiro;OK;-8.65957318;40.63172689
Quercus suber;Sobreiro;OK;-8.65958327;40.63181796
Quercus suber;Sobreiro;OK;-8.65967993;40.63169557
Quercus suber;Sobreiro;OK;-8.65982645;40.63163839
Quercus suber;Sobreiro;OK;-8.65990333;40.63170534
Quercus suber;Sobreiro;OK;-8.65979236;40.63173265
Quercus suber;Sobreiro;OK;-8.659695;40.63181438
Quercus suber;Sobreiro;OK;-8.65962307;40.63191979
Quercus suber;Sobreiro;OK;-8.65971562;40.63198958
Quercus suber;Sobreiro;OK;-8.65960235;40.63201224
Quercus suber;Sobreiro;OK;-8.65968696;40.63208696
Robinia pseudoacacia;Robínia;OK;-8.65703923;40.63492437
Robinia pseudoacacia;Robínia;OK;-8.65719462;40.63479999
Robinia pseudoacacia;Robínia;OK;-8.65734247;40.63468126
Robinia pseudoacacia;Robínia;OK;-8.65684749;40.63507596
Robinia pseudoacacia;Robínia;OK;-8.65694296;40.63499776
Robinia pseudoacacia;Robínia;OK;-8.65762743;40.63430266
Salix atrocinerea;Salgueiro;OK;-8.66017474;40.63256338
Salix atrocinerea;Salgueiro;OK;-8.66025853;40.63284053
Salix atrocinerea;Salgueiro;OK;-8.66039061;40.63254591
Salix atrocinerea;Salgueiro;OK;-8.66041395;40.63253772
Salix atrocinerea;Salgueiro;OK;-8.66035257;40.6325608
Salix atrocinerea;Salgueiro;OK;-8.66092733;40.63295135
Salix babylonica;Chorão;OK;-8.65766307;40.63516189
Salix babylonica;Chorão;OK;-8.65764299;40.63507701
Salix babylonica;Chorão;OK;-8.65491343;40.63109311
Tamarix sp.;Tamargueira;OK;-8.65962189;40.63558878
Tamarix sp.;Tamargueira;OK;-8.66021638;40.63500553
Thuja occidentalis;Tuia;OK;-8.65768168;40.63660852
Thuja occidentalis;Tuia;OK;-8.65736559;40.63632537
Thuja occidentalis;Tuia;OK;-8.6563754;40.62888239
Thuja occidentalis;Tuia;OK;-8.65635688;40.62886856
Thuja sp.;Tuia;OK;-8.65818199;40.63194916
Tilia cordata;Tília de folhas pequenas;OK;-8.65875125;40.63338996
Tilia cordata;Tília de folhas pequenas;OK;-8.65878434;40.63329631
Tilia cordata;Tília de folhas pequenas;OK;-8.65880281;40.63320842
Tilia cordata;Tília de folhas pequenas;OK;-8.65865391;40.63259413
Tilia cordata;Tília de folhas pequenas;OK;-8.65870075;40.63267083
Tilia cordata;Tília de folhas pequenas;OK;-8.65877181;40.63283342
Tilia cordata;Tília de folhas pequenas;OK;-8.65874035;40.63275068
Tilia cordata;Tília de folhas pequenas;OK;-8.6587955;40.63292046
Tilia cordata;Tília de folhas pequenas;OK;-8.65854624;40.63370711
Tilia cordata;Tília de folhas pequenas;OK;-8.65861302;40.63362774
Tilia cordata;Tília de folhas pequenas;OK;-8.65871787;40.63346827
Tilia cordata;Tília de folhas pequenas;OK;-8.65866862;40.63355078
Tilia cordata;Tília de folhas pequenas;OK;-8.65797076;40.63196161
Tilia cordata;Tília de folhas pequenas;OK;-8.65816818;40.63211403
Tilia cordata;Tília de folhas pequenas;OK;-8.65836951;40.63228344
Tilia cordata;Tília de folhas pequenas;OK;-8.6585964;40.63251868
Tilia cordata;Tília de folhas pequenas;OK;-8.65853381;40.63244556
Tipuana tipu;Tipuana;OK;-8.65585234;40.6292485
Tipuana tipu;Tipuana;OK;-8.65591027;40.62925032
Tipuana tipu;Tipuana;OK;-8.65594287;40.62929511
Washingtonia robusta;Palmeira Washingtonia;OK;-8.65818867;40.63415179
Washingtonia robusta;Palmeira Washingtonia;OK;-8.65804809;40.63426151
Washingtonia robusta;Palmeira Washingtonia;OK;-8.65798233;40.6343114
Washingtonia robusta;Palmeira Washingtonia;OK;-8.65785122;40.63441343
Washingtonia robusta;Palmeira Washingtonia;OK;-8.65811238;40.63421241
